n,theta,r,t,Y
0.5224609375,0.9501953125,0.9267578125,0.3818359375,0.490847
0.7041015625,0.8115234375,0.4150390625,0.3818359375,0.46452993
0.7724609375,0.2001953125,0.1767578125,0.3544921875,0.2165978
0.9541015625,0.2001953125,0.1767578125,0.3544921875,0.21423468
0.7724609375,0.5615234375,0.1767578125,0.3544921875,0.39948693
0.7724609375,0.2001953125,0.6650390625,0.3544921875,0.3202274
0.7724609375,0.2001953125,0.1767578125,0.1318359375,0.22810338
0.9541015625,0.5615234375,0.6650390625,0.1318359375,0.512259
0.2724609375,0.7001953125,0.6767578125,0.8544921875,0.40910545
0.4541015625,0.7001953125,0.6767578125,0.8544921875,0.43378037
0.2724609375,0.0615234375,0.6767578125,0.8544921875,0.21268424
0.2724609375,0.7001953125,0.1650390625,0.8544921875,0.30222017
0.2724609375,0.7001953125,0.6767578125,0.6318359375,0.44299424
0.4541015625,0.0615234375,0.1650390625,0.6318359375,0.1643627
0.3974609375,0.0751953125,0.8017578125,0.9794921875,0.20849763
0.3291015625,0.0751953125,0.8017578125,0.9794921875,0.19917776
0.3974609375,0.4365234375,0.8017578125,0.9794921875,0.318766
0.3974609375,0.0751953125,0.5400390625,0.9794921875,0.18607904
0.3974609375,0.0751953125,0.8017578125,0.0068359375,0.3089137
0.3291015625,0.4365234375,0.5400390625,0.0068359375,0.38744363
0.8974609375,0.5751953125,0.3017578125,0.4794921875,0.41986263
0.8291015625,0.5751953125,0.3017578125,0.4794921875,0.4207552
0.8974609375,0.9365234375,0.3017578125,0.4794921875,0.42931464
0.8974609375,0.5751953125,0.0400390625,0.4794921875,0.37269202
0.8974609375,0.5751953125,0.3017578125,0.5068359375,0.41726923
0.8291015625,0.9365234375,0.0400390625,0.5068359375,0.38044322
0.6474609375,0.3251953125,0.5517578125,0.7294921875,0.28141552
0.5791015625,0.3251953125,0.5517578125,0.7294921875,0.27676386
0.6474609375,0.6865234375,0.5517578125,0.7294921875,0.45352402
0.6474609375,0.3251953125,0.7900390625,0.7294921875,0.30198166
0.6474609375,0.3251953125,0.5517578125,0.7568359375,0.2772656
0.5791015625,0.6865234375,0.7900390625,0.7568359375,0.4652886
0.1474609375,0.8251953125,0.0517578125,0.2294921875,0.3341229
0.0791015625,0.8251953125,0.0517578125,0.2294921875,0.32188973
0.1474609375,0.1865234375,0.0517578125,0.2294921875,0.1385425
0.1474609375,0.8251953125,0.2900390625,0.2294921875,0.3773958
0.1474609375,0.8251953125,0.0517578125,0.2568359375,0.3327218
0.0791015625,0.1865234375,0.2900390625,0.2568359375,0.16818118
0.2099609375,0.1376953125,0.6142578125,0.4169921875,0.25183693
0.6416015625,0.1376953125,0.6142578125,0.4169921875,0.3029628
0.2099609375,0.1240234375,0.6142578125,0.4169921875,0.2516788
0.2099609375,0.1376953125,0.6025390625,0.4169921875,0.250142
0.2099609375,0.1376953125,0.6142578125,0.0693359375,0.27002192
0.6416015625,0.1240234375,0.6025390625,0.0693359375,0.3192947
0.7099609375,0.6376953125,0.1142578125,0.9169921875,0.3242831
0.1416015625,0.6376953125,0.1142578125,0.9169921875,0.2581427
0.7099609375,0.6240234375,0.1142578125,0.9169921875,0.32341653
0.7099609375,0.6376953125,0.1025390625,0.9169921875,0.32262984
0.7099609375,0.6376953125,0.1142578125,0.5693359375,0.3774172
0.1416015625,0.6240234375,0.1025390625,0.5693359375,0.308757
0.9599609375,0.3876953125,0.8642578125,0.1669921875,0.3893335
0.3916015625,0.3876953125,0.8642578125,0.1669921875,0.3629312
0.9599609375,0.8740234375,0.8642578125,0.1669921875,0.5224551
0.9599609375,0.3876953125,0.8525390625,0.1669921875,0.39042702
0.9599609375,0.3876953125,0.8642578125,0.8193359375,0.32500133
0.3916015625,0.8740234375,0.8525390625,0.8193359375,0.43281418
0.4599609375,0.8876953125,0.3642578125,0.6669921875,0.4038645
0.8916015625,0.8876953125,0.3642578125,0.6669921875,0.42427322
0.4599609375,0.3740234375,0.3642578125,0.6669921875,0.25958413
0.4599609375,0.8876953125,0.3525390625,0.6669921875,0.4008736
0.4599609375,0.8876953125,0.3642578125,0.3193359375,0.43720868
0.8916015625,0.3740234375,0.3525390625,0.3193359375,0.3103461
0.3349609375,0.2626953125,0.2392578125,0.5419921875,0.18222684
0.7666015625,0.2626953125,0.2392578125,0.5419921875,0.21886694
0.3349609375,0.2490234375,0.2392578125,0.5419921875,0.18045822
0.3349609375,0.2626953125,0.9775390625,0.5419921875,0.25566083
0.3349609375,0.2626953125,0.2392578125,0.9443359375,0.12058796
0.7666015625,0.2490234375,0.9775390625,0.9443359375,0.22889347
0.8349609375,0.7626953125,0.7392578125,0.0419921875,0.5342047
0.2666015625,0.7626953125,0.7392578125,0.0419921875,0.48680416
0.8349609375,0.7490234375,0.7392578125,0.0419921875,0.53412974
0.8349609375,0.7626953125,0.4775390625,0.0419921875,0.49797583
0.8349609375,0.7626953125,0.7392578125,0.4443359375,0.51301265
0.2666015625,0.7490234375,0.4775390625,0.4443359375,0.4293083
0.5849609375,0.0126953125,0.4892578125,0.7919921875,0.23039648
0.0166015625,0.0126953125,0.4892578125,0.7919921875,0.14866745
0.5849609375,0.9990234375,0.4892578125,0.7919921875,0.42773697
0.5849609375,0.0126953125,0.7275390625,0.7919921875,0.26363176
0.5849609375,0.0126953125,0.4892578125,0.1943359375,0.2889727
0.0166015625,0.9990234375,0.7275390625,0.1943359375,0.43781942
0.0849609375,0.5126953125,0.9892578125,0.2919921875,0.39282128
0.5166015625,0.5126953125,0.9892578125,0.2919921875,0.45599696
0.0849609375,0.4990234375,0.9892578125,0.2919921875,0.38540924
0.0849609375,0.5126953125,0.2275390625,0.2919921875,0.31902972
0.0849609375,0.5126953125,0.9892578125,0.6943359375,0.35408542
0.5166015625,0.4990234375,0.2275390625,0.6943359375,0.33605748
0.1162109375,0.0439453125,0.0830078125,0.6982421875,0.09200611
0.4853515625,0.0439453125,0.0830078125,0.6982421875,0.1463831
0.1162109375,0.7177734375,0.0830078125,0.6982421875,0.28871426
0.1162109375,0.0439453125,0.3837890625,0.6982421875,0.1556845
0.1162109375,0.0439453125,0.0830078125,0.2255859375,0.13484906
0.4853515625,0.7177734375,0.3837890625,0.2255859375,0.44961256
0.6162109375,0.5439453125,0.5830078125,0.1982421875,0.4899206
0.9853515625,0.5439453125,0.5830078125,0.1982421875,0.49267915
0.6162109375,0.2177734375,0.5830078125,0.1982421875,0.31263041
0.6162109375,0.5439453125,0.8837890625,0.1982421875,0.49816662
0.6162109375,0.5439453125,0.5830078125,0.7255859375,0.44186452
0.9853515625,0.2177734375,0.8837890625,0.7255859375,0.27557892
0.8662109375,0.2939453125,0.3330078125,0.9482421875,0.18558532
0.7353515625,0.2939453125,0.3330078125,0.9482421875,0.18459237
0.8662109375,0.4677734375,0.3330078125,0.9482421875,0.3104464
0.8662109375,0.2939453125,0.1337890625,0.9482421875,0.14200035
0.8662109375,0.2939453125,0.3330078125,0.9755859375,0.17977467
0.7353515625,0.4677734375,0.1337890625,0.9755859375,0.2600579
0.3662109375,0.7939453125,0.8330078125,0.4482421875,0.4777972
0.2353515625,0.7939453125,0.8330078125,0.4482421875,0.45822436
0.3662109375,0.9677734375,0.8330078125,0.4482421875,0.47792286
0.3662109375,0.7939453125,0.6337890625,0.4482421875,0.4721532
0.3662109375,0.7939453125,0.8330078125,0.4755859375,0.47537276
0.2353515625,0.9677734375,0.6337890625,0.4755859375,0.45028153
0.4912109375,0.4189453125,0.7080078125,0.3232421875,0.39919382
0.1103515625,0.4189453125,0.7080078125,0.3232421875,0.34315392
0.4912109375,0.5927734375,0.7080078125,0.3232421875,0.49649787
0.4912109375,0.4189453125,0.0087890625,0.3232421875,0.27126443
0.4912109375,0.4189453125,0.7080078125,0.8505859375,0.33744553
0.1103515625,0.5927734375,0.0087890625,0.8505859375,0.25078028
0.9912109375,0.9189453125,0.2080078125,0.8232421875,0.35899365
0.6103515625,0.9189453125,0.2080078125,0.8232421875,0.35615072
0.9912109375,0.0927734375,0.2080078125,0.8232421875,0.16188025
0.9912109375,0.9189453125,0.5087890625,0.8232421875,0.43142518
0.9912109375,0.9189453125,0.2080078125,0.3505859375,0.41410887
0.6103515625,0.0927734375,0.5087890625,0.3505859375,0.28658408
0.7412109375,0.1689453125,0.9580078125,0.0732421875,0.31845838
0.8603515625,0.1689453125,0.9580078125,0.0732421875,0.31936273
0.7412109375,0.3427734375,0.9580078125,0.0732421875,0.34984925
0.7412109375,0.1689453125,0.2587890625,0.0732421875,0.2459618
0.7412109375,0.1689453125,0.9580078125,0.1005859375,0.31761748
0.8603515625,0.3427734375,0.2587890625,0.1005859375,0.27741614
0.2412109375,0.6689453125,0.4580078125,0.5732421875,0.40684927
0.3603515625,0.6689453125,0.4580078125,0.5732421875,0.424676
0.2412109375,0.8427734375,0.4580078125,0.5732421875,0.40833634
0.2412109375,0.6689453125,0.7587890625,0.5732421875,0.44789565
0.2412109375,0.6689453125,0.4580078125,0.6005859375,0.40371484
0.3603515625,0.8427734375,0.7587890625,0.6005859375,0.4640751
0.1787109375,0.3564453125,0.8955078125,0.7607421875,0.24873872
0.9228515625,0.3564453125,0.8955078125,0.7607421875,0.30895844
0.1787109375,0.9052734375,0.8955078125,0.7607421875,0.40542963
0.1787109375,0.3564453125,0.0712890625,0.7607421875,0.13292524
0.1787109375,0.3564453125,0.8955078125,0.7880859375,0.24436863
0.9228515625,0.9052734375,0.0712890625,0.7880859375,0.34546578
0.6787109375,0.8564453125,0.3955078125,0.2607421875,0.46627015
0.4228515625,0.8564453125,0.3955078125,0.2607421875,0.44421175
0.6787109375,0.4052734375,0.3955078125,0.2607421875,0.34907165
0.6787109375,0.8564453125,0.5712890625,0.2607421875,0.5052921
0.6787109375,0.8564453125,0.3955078125,0.2880859375,0.46473992
0.4228515625,0.4052734375,0.5712890625,0.2880859375,0.36450496
0.9287109375,0.1064453125,0.6455078125,0.5107421875,0.30187815
0.1728515625,0.1064453125,0.6455078125,0.5107421875,0.24085122
0.9287109375,0.1552734375,0.6455078125,0.5107421875,0.3024631
0.9287109375,0.1064453125,0.3212890625,0.5107421875,0.23328051
0.9287109375,0.1064453125,0.6455078125,0.0380859375,0.3292638
0.1728515625,0.1552734375,0.3212890625,0.0380859375,0.20022419
0.4287109375,0.6064453125,0.1455078125,0.0107421875,0.39148763
0.6728515625,0.6064453125,0.1455078125,0.0107421875,0.4125515
0.4287109375,0.6552734375,0.1455078125,0.0107421875,0.39468357
0.4287109375,0.6064453125,0.8212890625,0.0107421875,0.5037683
0.4287109375,0.6064453125,0.1455078125,0.5380859375,0.36067727
0.6728515625,0.6552734375,0.8212890625,0.5380859375,0.49721777
0.3037109375,0.2314453125,0.2705078125,0.1357421875,0.20904508
0.5478515625,0.2314453125,0.2705078125,0.1357421875,0.23843658
0.3037109375,0.7802734375,0.2705078125,0.1357421875,0.4020662
0.3037109375,0.2314453125,0.4462890625,0.1357421875,0.2530361
0.3037109375,0.2314453125,0.2705078125,0.1630859375,0.20799717
0.5478515625,0.7802734375,0.4462890625,0.1630859375,0.47440085
0.8037109375,0.7314453125,0.7705078125,0.6357421875,0.49293715
0.0478515625,0.7314453125,0.7705078125,0.6357421875,0.40778315
0.8037109375,0.2802734375,0.7705078125,0.6357421875,0.306692
0.8037109375,0.7314453125,0.9462890625,0.6357421875,0.47685325
0.8037109375,0.7314453125,0.7705078125,0.6630859375,0.4894136
0.0478515625,0.2802734375,0.9462890625,0.6630859375,0.20193057
0.5537109375,0.4814453125,0.0205078125,0.3857421875,0.3294299
0.2978515625,0.4814453125,0.0205078125,0.3857421875,0.29865065
0.5537109375,0.0302734375,0.0205078125,0.3857421875,0.1803003
0.5537109375,0.4814453125,0.1962890625,0.3857421875,0.3537462
0.5537109375,0.4814453125,0.0205078125,0.9130859375,0.260177
0.2978515625,0.0302734375,0.1962890625,0.9130859375,0.10458447
0.0537109375,0.9814453125,0.5205078125,0.8857421875,0.34302554
0.7978515625,0.9814453125,0.5205078125,0.8857421875,0.42705318
0.0537109375,0.5302734375,0.5205078125,0.8857421875,0.32146177
0.0537109375,0.9814453125,0.6962890625,0.8857421875,0.36795494
0.0537109375,0.9814453125,0.5205078125,0.4130859375,0.4048671
0.7978515625,0.5302734375,0.6962890625,0.4130859375,0.4922604
0.0380859375,0.2158203125,0.8486328125,0.5888671875,0.21414286
0.0634765625,0.2158203125,0.8486328125,0.5888671875,0.21883044
0.0380859375,0.6396484375,0.8486328125,0.5888671875,0.40570763
0.0380859375,0.2158203125,0.1494140625,0.5888671875,0.104479305
0.0380859375,0.2158203125,0.8486328125,0.3037109375,0.23877172
0.0634765625,0.6396484375,0.1494140625,0.3037109375,0.32536054
0.5380859375,0.7158203125,0.3486328125,0.0888671875,0.4512005
0.5634765625,0.7158203125,0.3486328125,0.0888671875,0.4534077
0.5380859375,0.1396484375,0.3486328125,0.0888671875,0.25510508
0.5380859375,0.7158203125,0.6494140625,0.0888671875,0.5132902
0.5380859375,0.7158203125,0.3486328125,0.8037109375,0.38673204
0.5634765625,0.1396484375,0.6494140625,0.8037109375,0.2549336
0.7880859375,0.4658203125,0.5986328125,0.8388671875,0.3893779
0.8134765625,0.4658203125,0.5986328125,0.8388671875,0.38957095
0.7880859375,0.3896484375,0.5986328125,0.8388671875,0.3182602
0.7880859375,0.4658203125,0.3994140625,0.8388671875,0.34688032
0.7880859375,0.4658203125,0.5986328125,0.5537109375,0.42952684
0.8134765625,0.3896484375,0.3994140625,0.5537109375,0.31610462
0.2880859375,0.9658203125,0.0986328125,0.3388671875,0.35629737
0.3134765625,0.9658203125,0.0986328125,0.3388671875,0.36010304
0.2880859375,0.8896484375,0.0986328125,0.3388671875,0.35628223
0.2880859375,0.9658203125,0.8994140625,0.3388671875,0.46830118
0.2880859375,0.9658203125,0.0986328125,0.0537109375,0.36920446
0.3134765625,0.8896484375,0.8994140625,0.0537109375,0.48499876
0.4130859375,0.3408203125,0.4736328125,0.4638671875,0.28190845
0.4384765625,0.3408203125,0.4736328125,0.4638671875,0.28498828
0.4130859375,0.5146484375,0.4736328125,0.4638671875,0.41944292
0.4130859375,0.3408203125,0.2744140625,0.4638671875,0.23239928
0.4130859375,0.3408203125,0.4736328125,0.6787109375,0.25793064
0.4384765625,0.5146484375,0.2744140625,0.6787109375,0.34903577
0.9130859375,0.8408203125,0.9736328125,0.9638671875,0.41618717
0.9384765625,0.8408203125,0.9736328125,0.9638671875,0.41533464
0.9130859375,0.0146484375,0.9736328125,0.9638671875,0.21889792
0.9130859375,0.8408203125,0.7744140625,0.9638671875,0.43709457
0.9130859375,0.8408203125,0.9736328125,0.1787109375,0.50779146
0.9384765625,0.0146484375,0.7744140625,0.1787109375,0.33055717
0.6630859375,0.0908203125,0.2236328125,0.2138671875,0.2285529
0.6884765625,0.0908203125,0.2236328125,0.2138671875,0.2297823
0.6630859375,0.2646484375,0.2236328125,0.2138671875,0.23625787
0.6630859375,0.0908203125,0.0244140625,0.2138671875,0.19867983
0.6630859375,0.0908203125,0.2236328125,0.4287109375,0.21483742
0.6884765625,0.2646484375,0.0244140625,0.4287109375,0.19389874
0.1630859375,0.5908203125,0.7236328125,0.7138671875,0.41062835
0.1884765625,0.5908203125,0.7236328125,0.7138671875,0.41497862
0.1630859375,0.7646484375,0.7236328125,0.7138671875,0.4174257
0.1630859375,0.5908203125,0.5244140625,0.7138671875,0.38507846
0.1630859375,0.5908203125,0.7236328125,0.9287109375,0.37352648
0.1884765625,0.7646484375,0.5244140625,0.9287109375,0.3591242
0.2255859375,0.4033203125,0.1611328125,0.9013671875,0.16696562
0.5009765625,0.4033203125,0.1611328125,0.9013671875,0.20417155
0.2255859375,0.9521484375,0.1611328125,0.9013671875,0.28603292
0.2255859375,0.4033203125,0.3369140625,0.9013671875,0.20684756
0.2255859375,0.4033203125,0.1611328125,0.7412109375,0.19459422
0.5009765625,0.9521484375,0.3369140625,0.7412109375,0.3907494
0.7255859375,0.9033203125,0.6611328125,0.4013671875,0.5103641
0.0009765625,0.9033203125,0.6611328125,0.4013671875,0.41800293
0.7255859375,0.4521484375,0.6611328125,0.4013671875,0.43812603
0.7255859375,0.9033203125,0.8369140625,0.4013671875,0.5126965
0.7255859375,0.9033203125,0.6611328125,0.2412109375,0.52055925
0.0009765625,0.4521484375,0.8369140625,0.2412109375,0.35829234
0.9755859375,0.1533203125,0.4111328125,0.6513671875,0.23870364
0.2509765625,0.1533203125,0.4111328125,0.6513671875,0.19260544
0.9755859375,0.2021484375,0.4111328125,0.6513671875,0.24017051
0.9755859375,0.1533203125,0.0869140625,0.6513671875,0.16859415
0.9755859375,0.1533203125,0.4111328125,0.4912109375,0.25654885
0.2509765625,0.2021484375,0.0869140625,0.4912109375,0.14180802
0.4755859375,0.6533203125,0.9111328125,0.1513671875,0.49901062
0.7509765625,0.6533203125,0.9111328125,0.1513671875,0.51758045
0.4755859375,0.7021484375,0.9111328125,0.1513671875,0.5003007
0.4755859375,0.6533203125,0.5869140625,0.1513671875,0.49491045
0.4755859375,0.6533203125,0.9111328125,0.9912109375,0.40036318
0.7509765625,0.7021484375,0.5869140625,0.9912109375,0.41612285
0.3505859375,0.0283203125,0.5361328125,0.0263671875,0.27888116
0.8759765625,0.0283203125,0.5361328125,0.0263671875,0.31340736
0.3505859375,0.8271484375,0.5361328125,0.0263671875,0.47613624
0.3505859375,0.0283203125,0.2119140625,0.0263671875,0.20165262
0.3505859375,0.0283203125,0.5361328125,0.3662109375,0.26339558
0.8759765625,0.8271484375,0.2119140625,0.3662109375,0.4179483
0.8505859375,0.5283203125,0.0361328125,0.5263671875,0.3557638
0.3759765625,0.5283203125,0.0361328125,0.5263671875,0.3243694
0.8505859375,0.3271484375,0.0361328125,0.5263671875,0.2057252
0.8505859375,0.5283203125,0.7119140625,0.5263671875,0.48217157
0.8505859375,0.5283203125,0.0361328125,0.8662109375,0.30781192
0.3759765625,0.3271484375,0.7119140625,0.8662109375,0.25278673
0.6005859375,0.2783203125,0.7861328125,0.2763671875,0.32985726
0.1259765625,0.2783203125,0.7861328125,0.2763671875,0.26695624
0.6005859375,0.0771484375,0.7861328125,0.2763671875,0.31973788
0.6005859375,0.2783203125,0.4619140625,0.2763671875,0.29000244
0.6005859375,0.2783203125,0.7861328125,0.6162109375,0.30040193
0.1259765625,0.0771484375,0.4619140625,0.6162109375,0.18752667
0.1005859375,0.7783203125,0.2861328125,0.7763671875,0.31359914
0.6259765625,0.7783203125,0.2861328125,0.7763671875,0.38277492
0.1005859375,0.5771484375,0.2861328125,0.7763671875,0.30465907
0.1005859375,0.7783203125,0.9619140625,0.7763671875,0.3788336
0.1005859375,0.7783203125,0.2861328125,0.1162109375,0.3726948
0.6259765625,0.5771484375,0.9619140625,0.1162109375,0.49816492
0.0693359375,0.3095703125,0.6298828125,0.2451171875,0.2581336
0.3447265625,0.3095703125,0.6298828125,0.2451171875,0.3036032
0.0693359375,0.3583984375,0.6298828125,0.2451171875,0.28173757
0.0693359375,0.3095703125,0.6806640625,0.2451171875,0.2634024
0.0693359375,0.3095703125,0.6298828125,0.5849609375,0.23067199
0.3447265625,0.3583984375,0.6806640625,0.5849609375,0.30501434
0.5693359375,0.8095703125,0.1298828125,0.7451171875,0.351116
0.8447265625,0.8095703125,0.1298828125,0.7451171875,0.36157835
0.5693359375,0.8583984375,0.1298828125,0.7451171875,0.35117504
0.5693359375,0.8095703125,0.1806640625,0.7451171875,0.36011335
0.5693359375,0.8095703125,0.1298828125,0.0849609375,0.40633866
0.8447265625,0.8583984375,0.1806640625,0.0849609375,0.42585742
0.8193359375,0.0595703125,0.8798828125,0.4951171875,0.3049654
0.5947265625,0.0595703125,0.8798828125,0.4951171875,0.2964045
0.8193359375,0.6083984375,0.8798828125,0.4951171875,0.49720886
0.8193359375,0.0595703125,0.9306640625,0.4951171875,0.29811963
0.8193359375,0.0595703125,0.8798828125,0.3349609375,0.3177793
0.5947265625,0.6083984375,0.9306640625,0.3349609375,0.4946161
0.3193359375,0.5595703125,0.3798828125,0.9951171875,0.31921065
0.0947265625,0.5595703125,0.3798828125,0.9951171875,0.2820048
0.3193359375,0.1083984375,0.3798828125,0.9951171875,0.13486044
0.3193359375,0.5595703125,0.4306640625,0.9951171875,0.33195457
0.3193359375,0.5595703125,0.3798828125,0.8349609375,0.351058
0.0947265625,0.1083984375,0.4306640625,0.8349609375,0.14224587
0.4443359375,0.1845703125,0.0048828125,0.8701171875,0.10894318
0.2197265625,0.1845703125,0.0048828125,0.8701171875,0.07694711
0.4443359375,0.4833984375,0.0048828125,0.8701171875,0.2578662
0.4443359375,0.1845703125,0.8056640625,0.8701171875,0.23761763
0.4443359375,0.1845703125,0.0048828125,0.4599609375,0.16391899
